Producto;CONSUMO X CAPITA;VALOR (Miles Euros);Fecha
TOTAL PATATAS;2.19826871562059;98681.522;01/06/2019
T.HORTALIZAS FRESCAS;4.74771910230134;400928.82;01/06/2019
T.FRUTAS FRESCAS;8.59084190894769;630230.217;01/06/2019
BEBIDAS REFRESCANTES;3.21512158200297;133087.059;01/06/2019
T.HUEVOS KGS;0.68613753197638;74456.1042;01/07/2019
TOTAL CARNE;3.3709843627333;1079881.8717999998;01/07/2019
CARNE CERTIFICADA;0.50084719781704;192323.5;01/07/2019
CARNE FRESCA;2.42323285370558;697712.666;01/07/2019
CARNE CONGELADA;0.08652230629222;18234.028;01/07/2019
CARNE TRANSFORMADA;0.86122920273549;363935.1778;01/07/2019
PESCADOS;0.99287287882545;353763.626;01/07/2019
PESCADOS FRESCOS;0.81830597998096;292713.277;01/07/2019
PESCADOS CONGELADOS;0.17456689884449;61050.349;01/07/2019
TOTAL LECHE LIQUIDA;5.28998749728152;167944.571;01/07/2019
PAN;2.50148619682749;280248.176;01/07/2019
BOLL.PAST.GALLET.CERE;0.93609575772216;182411.18519;01/07/2019
ARROZ;0.30095082296742;23616.06;01/07/2019
TOTAL PASTAS;0.31824535400494;28881.838600000003;01/07/2019
LEGUMBRES;0.21641418795077;18440.357600000003;01/07/2019
TOTAL ACEITE;0.93225757537496;108510.75984;01/07/2019
TOTAL VINOS;0.56068825884015;71544.14;01/07/2019
CERVEZAS;1.83335007273101;111521.51;01/07/2019
SIDRAS;0.01978859831734;2560.556;01/07/2019
T.BEBIDAS ESPIRITUOSA;0.05377138096773;27334.95;01/07/2019
TOTAL PATATAS;2.43510366076732;109129.533;01/07/2019
T.HORTALIZAS FRESCAS;5.10864779187683;432441.458;01/07/2019
T.FRUTAS FRESCAS;9.35097668858321;601910.199;01/07/2019
BEBIDAS REFRESCANTES;3.59248443814596;147474.163;01/07/2019
T.HUEVOS KGS;0.66585126702847;72858.9459;01/08/2019
TOTAL CARNE;3.30090438581408;1027012.3865;01/08/2019
CARNE CERTIFICADA;0.49915501463062;188062.3;01/08/2019
CARNE FRESCA;2.37330502673142;665856.614;01/08/2019
CARNE CONGELADA;0.09454363184107;18859.301;01/08/2019
CARNE TRANSFORMADA;0.83305572724158;342296.4715;01/08/2019
PESCADOS;0.88182690744044;319017.065;01/08/2019
PESCADOS FRESCOS;0.7099280600587;257497.215;01/08/2019
PESCADOS CONGELADOS;0.17189884738173;61519.85;01/08/2019
TOTAL LECHE LIQUIDA;5.22441688393947;166996.2904;01/08/2019
PAN;2.37403048224922;266212.345;01/08/2019
BOLL.PAST.GALLET.CERE;0.91872048374655;180146.08892399998;01/08/2019
ARROZ;0.29395747756558;23692.24;01/08/2019
TOTAL PASTAS;0.30226522869656;27368.8786;01/08/2019
LEGUMBRES;0.20171295572303;16705.5331;01/08/2019
TOTAL ACEITE;0.90825665786438;104059.2657;01/08/2019
TOTAL VINOS;0.53072610127263;68351.7;01/08/2019
CERVEZAS;1.83236186376704;111630.56;01/08/2019
SIDRAS;0.02360767907092;2950.154;01/08/2019
T.BEBIDAS ESPIRITUOSA;0.05523572106503;28360.29;01/08/2019
TOTAL PATATAS;2.2542881310564;105065.702;01/08/2019
T.HORTALIZAS FRESCAS;4.85156297510309;408822.044;01/08/2019
T.FRUTAS FRESCAS;8.40833055151487;507238.867;01/08/2019
BEBIDAS REFRESCANTES;3.45709579914279;142061.628;01/08/2019
T.HUEVOS KGS;0.68184695803728;73332.2361;01/09/2019
TOTAL CARNE;3.52785720880005;1120260.4224;01/09/2019
CARNE CERTIFICADA;0.54553210793301;207932.9;01/09/2019
CARNE FRESCA;2.53622637508882;723991.08;01/09/2019
CARNE CONGELADA;0.09412993478745;18873.122;01/09/2019
CARNE TRANSFORMADA;0.89750089892377;377396.2204;01/09/2019
PESCADOS;0.96633318939545;355172.43;01/09/2019
PESCADOS FRESCOS;0.78084289577025;287497.687;01/09/2019
PESCADOS CONGELADOS;0.18549029362519;67674.743;01/09/2019
TOTAL LECHE LIQUIDA;5.4911705167333;173992.1238;01/09/2019
PAN;2.41668821978204;271106.932;01/09/2019
BOLL.PAST.GALLET.CERE;1.0012379133384;193839.36788;01/09/2019
ARROZ;0.30050181446273;23196.53;01/09/2019
TOTAL PASTAS;0.33563050237353;29737.285600000003;01/09/2019
LEGUMBRES;0.27816195524194;24924.146399999998;01/09/2019
TOTAL ACEITE;0.96041235576778;108363.8969;01/09/2019
TOTAL VINOS;0.52182246425573;66133.7;01/09/2019
CERVEZAS;1.46940905859533;89468.74;01/09/2019
SIDRAS;0.0199708315952;2283.063;01/09/2019
T.BEBIDAS ESPIRITUOSA;0.05672614311458;26594.38;01/09/2019
TOTAL PATATAS;2.24624066718533;97897.32;01/09/2019
T.HORTALIZAS FRESCAS;4.98150170020805;427987.185;01/09/2019
T.FRUTAS FRESCAS;7.98993245906826;550008.0599;01/09/2019
BEBIDAS REFRESCANTES;2.90597896635637;118938.475;01/09/2019
T.HUEVOS KGS;0.7279892938231;77969.9573;01/10/2019
TOTAL CARNE;3.91652385513259;1240818.562;01/10/2019
CARNE CERTIFICADA;0.60653872652309;223830.2;01/10/2019
CARNE FRESCA;2.7963906573951;787546.218;01/10/2019
CARNE CONGELADA;0.09052563880226;17361.684;01/10/2019
CARNE TRANSFORMADA;1.02960755893523;435910.66;01/10/2019
PESCADOS;1.04425727984929;381976.488;01/10/2019
PESCADOS FRESCOS;0.85660054295377;312640.952;01/10/2019
PESCADOS CONGELADOS;0.18765673689551;69335.536;01/10/2019
TOTAL LECHE LIQUIDA;5.972648198787;190213.2605;01/10/2019
PAN;2.65912545119642;298621.518;01/10/2019
BOLL.PAST.GALLET.CERE;1.16738578434306;239262.552;01/10/2019
ARROZ;0.33486863488937;26936.9;01/10/2019
TOTAL PASTAS;0.35910093053671;32448.4598;01/10/2019
LEGUMBRES;0.33156906629843;30138.4575;01/10/2019
TOTAL ACEITE;1.02624390072187;117903.26856;01/10/2019
TOTAL VINOS;0.59456661178197;76679.28;01/10/2019
CERVEZAS;1.50710300819287;90925.85;01/10/2019
SIDRAS;0.01743967244044;2210.464;01/10/2019
T.BEBIDAS ESPIRITUOSA;0.05836423280901;27668.4;01/10/2019
TOTAL PATATAS;2.3659346702871;101831.776;01/10/2019
T.HORTALIZAS FRESCAS;5.02892447816469;439834.419;01/10/2019
T.FRUTAS FRESCAS;7.36103829721718;590769.4722000001;01/10/2019
BEBIDAS REFRESCANTES;2.83390017962204;117268.506;01/10/2019
T.HUEVOS KGS;0.69669104434794;74393.8648;01/11/2019
TOTAL CARNE;3.99195671588426;1280383.3;01/11/2019
CARNE CERTIFICADA;0.65073451873148;249933.1;01/11/2019
CARNE FRESCA;2.86782776306176;814022.36;01/11/2019
CARNE CONGELADA;0.09583162932255;19440.739;01/11/2019
CARNE TRANSFORMADA;1.02829732349995;446920.201;01/11/2019
PESCADOS;0.98805087004109;372648.122;01/11/2019
PESCADOS FRESCOS;0.79691464027754;302029.903;01/11/2019
PESCADOS CONGELADOS;0.19113622976354;70618.219;01/11/2019
TOTAL LECHE LIQUIDA;5.96009309279096;192047.5776;01/11/2019
PAN;2.65016178015974;297418.854;01/11/2019
BOLL.PAST.GALLET.CERE;1.26341740651983;289978.1866;01/11/2019
ARROZ;0.31947182756493;25051.8;01/11/2019
TOTAL PASTAS;0.37881377368281;32649.2966;01/11/2019
LEGUMBRES;0.3270900471106;29863.1507;01/11/2019
TOTAL ACEITE;1.01135043908584;112717.99885999999;01/11/2019
TOTAL VINOS;0.66113672976307;97334.98;01/11/2019
CERVEZAS;1.34362206862299;82108.4;01/11/2019
SIDRAS;0.02471493707879;2932.228;01/11/2019
T.BEBIDAS ESPIRITUOSA;0.05901560951181;29199.89;01/11/2019
TOTAL PATATAS;2.33361585765234;101503.268;01/11/2019
T.HORTALIZAS FRESCAS;4.60495685907626;410739.343;01/11/2019
T.FRUTAS FRESCAS;6.89138593382621;537796.3639;01/11/2019
BEBIDAS REFRESCANTES;2.632098478051;107880.15659999999;01/11/2019
T.HUEVOS KGS;0.70719094670841;76754.542;01/12/2019
TOTAL CARNE;4.39277903059396;1594238.743;01/12/2019
CARNE CERTIFICADA;0.86644418827276;369769.8;01/12/2019
CARNE FRESCA;3.10914800831201;990664.28;01/12/2019
CARNE CONGELADA;0.09924249391821;27391.652;01/12/2019
CARNE TRANSFORMADA;1.18438852836373;576182.811;01/12/2019
PESCADOS;0.93593746435931;380276.84;01/12/2019
PESCADOS FRESCOS;0.72582306736036;301622.735;01/12/2019
PESCADOS CONGELADOS;0.21011439699895;78654.105;01/12/2019
TOTAL LECHE LIQUIDA;5.80547885489812;185350.93680000002;01/12/2019
PAN;2.61295187517233;297839.664;01/12/2019
BOLL.PAST.GALLET.CERE;1.46190675695845;400704.79610000004;01/12/2019
ARROZ;0.29601780002818;23165.16;01/12/2019
TOTAL PASTAS;0.34974561004316;31472.1825;01/12/2019
LEGUMBRES;0.27626235809453;24619.9586;01/12/2019
TOTAL ACEITE;1.03730788503028;122209.98852;01/12/2019
TOTAL VINOS;1.06048263903346;210961.1;01/12/2019
CERVEZAS;1.55283228043683;99067.96;01/12/2019
SIDRAS;0.12937324756661;14797.87;01/12/2019
T.BEBIDAS ESPIRITUOSA;0.12159696662053;68599.26;01/12/2019
TOTAL PATATAS;2.28722742531336;102073.779;01/12/2019
T.HORTALIZAS FRESCAS;4.07073367316829;368920.262;01/12/2019
T.FRUTAS FRESCAS;6.47583855106308;485524.8882;01/12/2019
BEBIDAS REFRESCANTES;3.20343704084013;134292.156;01/12/2019
T.HUEVOS KGS;0.7583648912479;77775.289;01/01/2020
TOTAL CARNE;4.11663962595382;1241414.721;01/01/2020
CARNE CERTIFICADA;0.68520563493545;254912.9;01/01/2020
CARNE FRESCA;3.0423393447121;839208.44;01/01/2020
CARNE CONGELADA;0.09951070212117;18144.258;01/01/2020
CARNE TRANSFORMADA;0.97478957912054;384062.023;01/01/2020
PESCADOS;0.95790022245568;365761.72;01/01/2020
PESCADOS FRESCOS;0.73359747955333;286260.847;01/01/2020
PESCADOS CONGELADOS;0.22430274290234;79500.873;01/01/2020
TOTAL LECHE LIQUIDA;6.34009133843486;194321.323;01/01/2020
PAN;2.83376747639941;303191.879;01/01/2020
BOLL.PAST.GALLET.CERE;1.21911859676322;250362.905;01/01/2020
ARROZ;0.37174796812994;27763.23;01/01/2020
TOTAL PASTAS;0.40865729258616;34156.1031;01/01/2020
LEGUMBRES;0.35973276536797;29981.665699999998;01/01/2020
TOTAL ACEITE;1.03347029850785;111244.3373;01/01/2020
TOTAL VINOS;0.58898900234561;79289.7;01/01/2020
CERVEZAS;1.29201416058576;76903.98;01/01/2020
SIDRAS;0.02828877875617;3414.98;01/01/2020
T.BEBIDAS ESPIRITUOSA;0.05598040157079;26030.19;01/01/2020
TOTAL PATATAS;2.30180472232577;97965.622;01/01/2020
T.HORTALIZAS FRESCAS;4.87131485047933;421389.552;01/01/2020
T.FRUTAS FRESCAS;7.155082484813;511219.7062;01/01/2020
BEBIDAS REFRESCANTES;2.62247755321754;104694.051;01/01/2020
T.HUEVOS KGS;0.73666049139942;76402.23640000001;01/02/2020
TOTAL CARNE;3.95761091611565;1203185.94;01/02/2020
CARNE CERTIFICADA;0.63988403132112;234692.9;01/02/2020
CARNE FRESCA;2.91097866982573;802224.82;01/02/2020
CARNE CONGELADA;0.09177397565277;17397.47;01/02/2020
CARNE TRANSFORMADA;0.95485827063714;383563.65;01/02/2020
PESCADOS;1.04388350079221;381403.215;01/02/2020
PESCADOS FRESCOS;0.8429076352615;309174.902;01/02/2020
PESCADOS CONGELADOS;0.20097586553071;72228.313;01/02/2020
TOTAL LECHE LIQUIDA;5.98663675664308;182749.1118;01/02/2020
PAN;2.77276200916037;296174.953;01/02/2020
BOLL.PAST.GALLET.CERE;1.16416504995126;223493.96169999999;01/02/2020
ARROZ;0.35151896641811;26371.38;01/02/2020
TOTAL PASTAS;0.3827267460196;32642.0942;01/02/2020
LEGUMBRES;0.32829413008236;29194.9496;01/02/2020
TOTAL ACEITE;1.0335517476171;109440.18029999999;01/02/2020
TOTAL VINOS;0.6089333968905;73962.6;01/02/2020
CERVEZAS;1.37818887730373;80796.13;01/02/2020
SIDRAS;0.02270307533798;2735.713;01/02/2020
T.BEBIDAS ESPIRITUOSA;0.05619190464466;25627.65;01/02/2020
TOTAL PATATAS;2.42353721123537;103172.872;01/02/2020
T.HORTALIZAS FRESCAS;5.10130976154746;430847.662;01/02/2020
T.FRUTAS FRESCAS;7.24882986945935;544534.2345;01/02/2020
BEBIDAS REFRESCANTES;2.72656809924984;110968.563;01/02/2020
T.HUEVOS KGS;0.92428083948552;96582.119;01/03/2020
TOTAL CARNE;4.83030381312447;1438674.318;01/03/2020
CARNE CERTIFICADA;0.7395949447663;269742.3;01/03/2020
CARNE FRESCA;3.52756355322529;954977.13;01/03/2020
CARNE CONGELADA;0.13468754533726;25293.816;01/03/2020
CARNE TRANSFORMADA;1.16805271456191;458403.372;01/03/2020
PESCADOS;1.20212982530276;435197.081;01/03/2020
PESCADOS FRESCOS;0.92200006400533;335080.915;01/03/2020
PESCADOS CONGELADOS;0.28012976129742;100116.166;01/03/2020
TOTAL LECHE LIQUIDA;7.5784858631172;230914.8061;01/03/2020
PAN;3.13108764599985;335576.293;01/03/2020
BOLL.PAST.GALLET.CERE;1.33868481189904;247224.515609;01/03/2020
ARROZ;0.54321577387715;36366.24;01/03/2020
TOTAL PASTAS;0.56229376462119;44002.2884;01/03/2020
LEGUMBRES;0.52155868066008;44528.4072;01/03/2020
TOTAL ACEITE;1.32612859977969;135458.95733;01/03/2020
TOTAL VINOS;0.72487007864543;87730.18;01/03/2020
CERVEZAS;1.82468132304007;109383.33;01/03/2020
SIDRAS;0.02678742516815;3215.255;01/03/2020
T.BEBIDAS ESPIRITUOSA;0.0658594526277;32436.47;01/03/2020
TOTAL PATATAS;3.25134633923981;137944.621;01/03/2020
T.HORTALIZAS FRESCAS;5.81295804297682;498665.947;01/03/2020
T.FRUTAS FRESCAS;8.32846647323954;621017.2899;01/03/2020
BEBIDAS REFRESCANTES;3.20034532174281;128161.922;01/03/2020
T.HUEVOS KGS;1.13387421054297;117741.7017;01/04/2020
TOTAL CARNE;5.0908476494876;1523634.696;01/04/2020
CARNE CERTIFICADA;0.73541792268971;265363.2;01/04/2020
CARNE FRESCA;3.74751598417261;1021709.22;01/04/2020
CARNE CONGELADA;0.14279564466109;26243.286;01/04/2020
CARNE TRANSFORMADA;1.20053602065389;475682.19;01/04/2020
PESCADOS;1.39688268854692;516024.118;01/04/2020
PESCADOS FRESCOS;1.07463360566241;399416.423;01/04/2020
PESCADOS CONGELADOS;0.32224908288451;116607.695;01/04/2020
TOTAL LECHE LIQUIDA;7.45880671673776;231059.76859999998;01/04/2020
PAN;3.41626000982267;360511.103;01/04/2020
BOLL.PAST.GALLET.CERE;1.41687047539288;272190.79367000004;01/04/2020
ARROZ;0.39679746141318;27936.18;01/04/2020
TOTAL PASTAS;0.40521163261085;35280.281200000005;01/04/2020
LEGUMBRES;0.40305001770517;33578.442;01/04/2020
TOTAL ACEITE;1.29974480201299;129536.35231;01/04/2020
TOTAL VINOS;1.06879741408238;135774.6;01/04/2020
CERVEZAS;2.54656652477606;158169.86;01/04/2020
SIDRAS;0.03848771382395;4748.755;01/04/2020
T.BEBIDAS ESPIRITUOSA;0.1051771089372;50540.9;01/04/2020
TOTAL PATATAS;3.47165801620427;156573.558;01/04/2020
T.HORTALIZAS FRESCAS;6.85707419263629;618817.73;01/04/2020
T.FRUTAS FRESCAS;9.80847493902699;766815.9262999999;01/04/2020
BEBIDAS REFRESCANTES;3.83653451556423;151525.099;01/04/2020
T.HUEVOS KGS;0.97597273918753;101937.3461;01/05/2020
TOTAL CARNE;4.69244649327008;1425357.793;01/05/2020
CARNE CERTIFICADA;0.70669720008255;258709.7;01/05/2020
CARNE FRESCA;3.44809529631637;949584.374;01/05/2020
CARNE CONGELADA;0.12538681333518;23509.223;01/05/2020
CARNE TRANSFORMADA;1.11896438361852;452264.196;01/05/2020
PESCADOS;1.36021751235143;484805.874;01/05/2020
PESCADOS FRESCOS;1.09971530401833;392339.584;01/05/2020
PESCADOS CONGELADOS;0.26050220833309;92466.29;01/05/2020
TOTAL LECHE LIQUIDA;6.8384572117862;209362.9186;01/05/2020
PAN;3.1430864674865;324708.039;01/05/2020
BOLL.PAST.GALLET.CERE;1.2626381148097;241825.14186;01/05/2020
ARROZ;0.37721712028643;27798.34;01/05/2020
TOTAL PASTAS;0.39675291170212;35135.3146;01/05/2020
LEGUMBRES;0.33022578217145;27888.066899999998;01/05/2020
TOTAL ACEITE;1.29100922238437;136507.49388;01/05/2020
TOTAL VINOS;0.99514261403507;125784.3;01/05/2020
CERVEZAS;2.62437735683928;161950.06;01/05/2020
SIDRAS;0.03195781879419;4062.255;01/05/2020
T.BEBIDAS ESPIRITUOSA;0.09690630278811;45907.75;01/05/2020
TOTAL PATATAS;3.12340530635858;139196.686;01/05/2020
T.HORTALIZAS FRESCAS;6.52061428570312;565957.246;01/05/2020
T.FRUTAS FRESCAS;9.84884207128686;824313.751;01/05/2020
BEBIDAS REFRESCANTES;3.883874076529;157889.006;01/05/2020
T.HUEVOS KGS;0.82396271315133;86038.9118;01/06/2020
TOTAL CARNE;4.18944899601059;1297919.6042;01/06/2020
CARNE CERTIFICADA;0.64351350622325;235976.2;01/06/2020
CARNE FRESCA;3.0455700536011;842475.27;01/06/2020
CARNE CONGELADA;0.10064491923482;21798.953;01/06/2020
CARNE TRANSFORMADA;1.04323402317466;433645.3812;01/06/2020
PESCADOS;1.14785879333537;407144.55;01/06/2020
PESCADOS FRESCOS;0.93870543714579;334371.786;01/06/2020
PESCADOS CONGELADOS;0.20915335618958;72772.764;01/06/2020
TOTAL LECHE LIQUIDA;6.16313060082371;187808.6673;01/06/2020
PAN;2.74381125354406;286219.567;01/06/2020
BOLL.PAST.GALLET.CERE;1.10426260480394;211766.77959999998;01/06/2020
ARROZ;0.34580989561098;25987.98;01/06/2020
TOTAL PASTAS;0.35670975877195;31842.947399999997;01/06/2020
LEGUMBRES;0.28671549349979;23721.7036;01/06/2020
TOTAL ACEITE;1.17694527136119;126851.5852;01/06/2020
TOTAL VINOS;0.82282617787731;108773.7;01/06/2020
CERVEZAS;2.31862552500104;143818.19;01/06/2020
SIDRAS;0.03338525577066;4163.818;01/06/2020
T.BEBIDAS ESPIRITUOSA;0.08681565837751;40238.89;01/06/2020
TOTAL PATATAS;2.67567000076008;115773.812;01/06/2020
T.HORTALIZAS FRESCAS;5.5796465669005;471135.441;01/06/2020
T.FRUTAS FRESCAS;9.66103368385496;773987.979;01/06/2020
BEBIDAS REFRESCANTES;3.62652367702668;147090.403;01/06/2020
T.HUEVOS KGS;0.7968042015405;83617.50709999999;01/07/2020
TOTAL CARNE;3.81590877236447;1184685.1129;01/07/2020
CARNE CERTIFICADA;0.60041730044083;226231.3;01/07/2020
CARNE FRESCA;2.7733447609549;772669.252;01/07/2020
CARNE CONGELADA;0.09618535739942;18713.667;01/07/2020
CARNE TRANSFORMADA;0.94637865401014;393302.19389999995;01/07/2020
PESCADOS;1.08811997469395;377178.743;01/07/2020
PESCADOS FRESCOS;0.87973211247563;306590.338;01/07/2020
PESCADOS CONGELADOS;0.20838786221832;70588.405;01/07/2020
TOTAL LECHE LIQUIDA;5.8900955229212;178849.13;01/07/2020
PAN;2.54935260549784;270965.055;01/07/2020
BOLL.PAST.GALLET.CERE;0.98198438424728;186817.069701;01/07/2020
ARROZ;0.33684939669366;25450.83;01/07/2020
TOTAL PASTAS;0.35474456546868;30692.537800000002;01/07/2020
LEGUMBRES;0.24312001519979;19486.187100000003;01/07/2020
TOTAL ACEITE;1.03242347701021;110637.59064;01/07/2020
TOTAL VINOS;0.75101218358224;92093;01/07/2020
CERVEZAS;2.48698477047046;150593.53;01/07/2020
SIDRAS;0.03269752658875;3911.178;01/07/2020
T.BEBIDAS ESPIRITUOSA;0.07916412672854;37179.11;01/07/2020
TOTAL PATATAS;2.76035473914873;117162.38;01/07/2020
T.HORTALIZAS FRESCAS;5.47093610851112;448389.61;01/07/2020
T.FRUTAS FRESCAS;10.19687974360331;702647.195;01/07/2020
BEBIDAS REFRESCANTES;3.84974617886927;158789.482;01/07/2020
T.HUEVOS KGS;0.73851508288184;78671.03779999999;01/08/2020
TOTAL CARNE;3.47740644924337;1073052.568;01/08/2020
CARNE CERTIFICADA;0.51788821871472;188281.3;01/08/2020
CARNE FRESCA;2.49051517228615;689272.842;01/08/2020
CARNE CONGELADA;0.08640656209473;17143.97;01/08/2020
CARNE TRANSFORMADA;0.90048471486248;366635.756;01/08/2020
PESCADOS;0.96316257963148;347699.108;01/08/2020
PESCADOS FRESCOS;0.77584814700941;276185.525;01/08/2020
PESCADOS CONGELADOS;0.18731443262206;71513.583;01/08/2020
TOTAL LECHE LIQUIDA;5.29576224573822;161247.5961;01/08/2020
PAN;2.39891020499083;248601.019;01/08/2020
BOLL.PAST.GALLET.CERE;0.93338124805861;176876.78696700002;01/08/2020
ARROZ;0.30687197884025;22849.97;01/08/2020
TOTAL PASTAS;0.32859228825192;28302.998;01/08/2020
LEGUMBRES;0.23733334549251;19930.2003;01/08/2020
TOTAL ACEITE;1.01922661508344;103978.93795;01/08/2020
TOTAL VINOS;0.63329044387066;77553.65;01/08/2020
CERVEZAS;2.16959022593858;132332.11;01/08/2020
SIDRAS;0.02856778857359;3572.903;01/08/2020
T.BEBIDAS ESPIRITUOSA;0.07365633480443;35767.56;01/08/2020
TOTAL PATATAS;2.36134718233497;102795.987;01/08/2020
T.HORTALIZAS FRESCAS;4.90378690544738;409019.27;01/08/2020
T.FRUTAS FRESCAS;9.05311956431138;594976.88;01/08/2020
BEBIDAS REFRESCANTES;3.75561435584466;153070.906;01/08/2020
T.HUEVOS KGS;0.74699982740324;78382.0123;01/09/2020
TOTAL CARNE;3.90967155852428;1199863.641;01/09/2020
CARNE CERTIFICADA;0.57546643787286;210915.3;01/09/2020
CARNE FRESCA;2.79941659207134;772082.776;01/09/2020
CARNE CONGELADA;0.1077127195531;21395.075;01/09/2020
CARNE TRANSFORMADA;1.00254224689983;406385.79;01/09/2020
PESCADOS;1.13390724844709;391601.392;01/09/2020
PESCADOS FRESCOS;0.9198781494296;317755.203;01/09/2020
PESCADOS CONGELADOS;0.21402909901749;73846.189;01/09/2020
TOTAL LECHE LIQUIDA;5.92354487962881;180757.141;01/09/2020
PAN;2.58089748434546;274221.993;01/09/2020
BOLL.PAST.GALLET.CERE;1.07930945605725;203310.97703;01/09/2020
ARROZ;0.32376423800168;24488.21;01/09/2020
TOTAL PASTAS;0.34320874702894;30618.098;01/09/2020
LEGUMBRES;0.31272921464886;27038.0438;01/09/2020
TOTAL ACEITE;1.08566333320035;113826.24684;01/09/2020
TOTAL VINOS;0.65941765263538;75542.38;01/09/2020
CERVEZAS;1.82400151591332;111107.33;01/09/2020
SIDRAS;0.02607911218479;3176.714;01/09/2020
T.BEBIDAS ESPIRITUOSA;0.06141267441635;29996.3;01/09/2020
TOTAL PATATAS;2.57675713845017;109159.722;01/09/2020
T.HORTALIZAS FRESCAS;5.51000684948308;477824.67;01/09/2020
T.FRUTAS FRESCAS;8.70927875757836;652149.5394;01/09/2020
BEBIDAS REFRESCANTES;3.18175489896198;131447.649;01/09/2020
T.HUEVOS KGS;0.84533301194686;87180.581;01/10/2020
TOTAL CARNE;4.65282897701621;1459560.097;01/10/2020
CARNE CERTIFICADA;0.76393551567732;280468.9;01/10/2020
CARNE FRESCA;3.34532636575673;934592.19;01/10/2020
CARNE CONGELADA;0.10777843875601;21384.836;01/10/2020
CARNE TRANSFORMADA;1.19972417250346;503583.071;01/10/2020
PESCADOS;1.222354340107;428969.056;01/10/2020
PESCADOS FRESCOS;1.00067508395096;349055.202;01/10/2020
PESCADOS CONGELADOS;0.22167925615603;79913.854;01/10/2020
TOTAL LECHE LIQUIDA;6.68172657278683;205962.6856;01/10/2020
PAN;2.9150749817335;307648.592;01/10/2020
BOLL.PAST.GALLET.CERE;1.32859898547475;268644.7235;01/10/2020
ARROZ;0.39798486688921;29748.76;01/10/2020
TOTAL PASTAS;0.4204103606367;37924.1189;01/10/2020
LEGUMBRES;0.40046081743305;35062.1823;01/10/2020
TOTAL ACEITE;1.30940548529826;138235.02899000002;01/10/2020
TOTAL VINOS;0.80622258847522;102533.1;01/10/2020
CERVEZAS;2.00001919943878;120540.6;01/10/2020
SIDRAS;0.02631887284573;3141.83;01/10/2020
T.BEBIDAS ESPIRITUOSA;0.08193625921644;38957.24;01/10/2020
TOTAL PATATAS;2.98285096232162;124498.356;01/10/2020
T.HORTALIZAS FRESCAS;5.66711113413263;496897.926;01/10/2020
T.FRUTAS FRESCAS;8.55440218869539;712633.1476;01/10/2020
BEBIDAS REFRESCANTES;3.43021833246925;136364.622;01/10/2020
T.HUEVOS KGS;0.81578515681388;83794.218;01/11/2020
TOTAL CARNE;4.32449304782353;1348511.1278;01/11/2020
CARNE CERTIFICADA;0.68828146877453;253989.5;01/11/2020
CARNE FRESCA;3.10860266190638;861802.34;01/11/2020
CARNE CONGELADA;0.10929196206523;22037.739;01/11/2020
CARNE TRANSFORMADA;1.1065984238519;464671.0488;01/11/2020
PESCADOS;1.17923267089827;418244.281;01/11/2020
PESCADOS FRESCOS;0.95157475933203;335464.223;01/11/2020
PESCADOS CONGELADOS;0.22765791156623;82780.058;01/11/2020
TOTAL LECHE LIQUIDA;6.37717040025816;194767.1416;01/11/2020
PAN;2.79445534972956;299860.117;01/11/2020
BOLL.PAST.GALLET.CERE;1.40893938798178;312407.30039999995;01/11/2020
ARROZ;0.34718530883489;26632.47;01/11/2020
TOTAL PASTAS;0.38096743880482;33273.1485;01/11/2020
LEGUMBRES;0.36791645125453;32405.344;01/11/2020
TOTAL ACEITE;1.10974513977172;116546.24998000001;01/11/2020
TOTAL VINOS;0.99468241259701;115895.8;01/11/2020
CERVEZAS;1.77643871549667;110042.16;01/11/2020
SIDRAS;0.03006189720519;3427.852;01/11/2020
T.BEBIDAS ESPIRITUOSA;0.07351813895327;34610.92;01/11/2020
TOTAL PATATAS;2.76528514641426;115079.787;01/11/2020
T.HORTALIZAS FRESCAS;5.38416432613143;472592.864;01/11/2020
T.FRUTAS FRESCAS;7.70429225873752;597092.6595;01/11/2020
BEBIDAS REFRESCANTES;2.93288538677527;118876.918;01/11/2020
